Sensor,Pass Average,Fail Average,Difference
sensor_477,20.00164777853725,21.72812980769231,1.7264820291550578
sensor_253,4.758911893369788,3.0442971153846154,1.7146147779851728
sensor_064,13.872927238550924,15.585729807692307,1.7128025691413828
sensor_481,75.62724791524265,73.9900548076923,1.6371931075503454
sensor_275,136.16708209159262,134.59726538461538,1.5698167069772353
sensor_066,27.023830246069718,28.592296153846153,1.5684659077764351
sensor_065,20.438286021872862,21.967568269230767,1.529282247357905
sensor_251,109.54962337662337,111.07659423076925,1.5269708541458726
sensor_184,26.560261995898838,28.08586538461539,1.5256033887165508
sensor_475,37.51637317156528,39.010423076923075,1.494049905357798
sensor_029,69.59772993848257,68.1115423076923,1.486187630790269
sensor_570,20.30151138072454,21.759409615384616,1.4578982346600746
sensor_052,157.34121479835954,158.79224326923077,1.451028470871222
sensor_389,35.06453274094327,36.42900384615385,1.3644711052105762
sensor_426,6.7063949419002045,8.002597115384615,1.296202173484411
sensor_468,6.166859193438141,7.42771826923077,1.260859075792629
sensor_337,9.65366927546138,10.855379807692307,1.2017105322309263
sensor_414,25.6414980861244,24.48621923076923,1.1552788553551707
sensor_429,4.284761107313739,3.1580701923076924,1.1266909150060465
sensor_563,263.07174436090224,261.9663846153846,1.10535974551766
sensor_325,13.26168755980861,14.315735576923077,1.0540480171144662
sensor_181,19.082433356117566,18.03701923076923,1.045414125348337
sensor_590,99.71746801093643,98.7362375,0.9812305109364274
sensor_271,29.321796719070402,28.371660576923077,0.9501361421473256
sensor_056,2856.228981544771,2855.2884615384614,0.9405200063097254
sensor_495,0.8944098427887902,1.8290673076923079,0.9346574649035176
sensor_551,16.84267259056733,17.73048076923077,0.8878081786634411
sensor_069,147.496975393028,146.61122596153845,0.8857494314895575
sensor_474,39.34532347915243,40.225003846153854,0.879680367001427
sensor_287,4.313270984278879,3.484928846153846,0.8283421381250329
sensor_345,23.271678400546822,22.44988461538461,0.8217937851622104
sensor_002,2495.9204647983597,2495.1014903846153,0.8189744137443995
sensor_548,403.4222159945318,404.2333076923077,0.8110916977758507
sensor_336,3.370094941900205,4.173675,0.8035800580997954
sensor_203,10.110079904306222,10.904902884615383,0.7948229803091618
sensor_333,2.538819480519481,3.3267490384615384,0.7879295579420575
sensor_015,9.056656322624745,8.282810576923076,0.773845745701669
sensor_471,5.311701708817498,6.080841346153846,0.7691396373363482
sensor_342,2.6821206425153794,3.414610576923077,0.7324899344076976
sensor_340,9.281156801093644,10.009767307692307,0.7286105065986632
sensor_418,8.23586056049214,7.543214423076924,0.6926461374152169
sensor_470,5.617367053998632,6.283320192307693,0.6659531383090611
sensor_334,6.1708011619958985,6.836201923076923,0.6654007610810249
sensor_344,6.153626657552973,6.818742307692308,0.6651156501393354
sensor_413,30.82488762816131,31.48711826923077,0.6622306410694598
sensor_063,116.54478099794942,115.8883798076923,0.6564011902571139
sensor_202,7.795092276144908,8.389423076923077,0.5943308007781685
sensor_425,3.352639097744361,2.773875961538462,0.5787631362058989
sensor_391,1.468733766233766,0.9132586538461539,0.5554751123876122
sensor_051,632.2885442241969,631.762526923077,0.526017301119964
sensor_183,10.814818865345183,10.2925,0.5223188653451825
sensor_498,11.757046684894053,12.27265528846154,0.5156086035674861
sensor_044,355.57166602870814,355.0605432692307,0.5111227594774164
sensor_074,467.071678810663,466.5651538461538,0.5065249645091967
sensor_130,-0.5852153793574847,-0.08264134615384615,0.5025740332036386
sensor_525,5.7199311688311685,5.235524038461539,0.4844071303696298
sensor_491,51.38440570745044,50.90006442307693,0.48434128437351376
sensor_476,4.231742720437457,4.697063461538462,0.46532074110100474
sensor_320,7.885572727272727,8.349119230769231,0.46354650349650406
sensor_047,733.7031836637046,733.243414423077,0.4597692406276792
sensor_438,3.9867131237183866,4.435286538461538,0.4485734147431515
sensor_061,355.1829298701299,354.7453269230769,0.4376029470529943
sensor_034,8.931151401230348,9.368187499999998,0.43703609876964933
sensor_497,29.64007641831852,29.20443557692308,0.43564084139544335
sensor_118,58.65480881749829,58.219350000000006,0.4354588174982865
sensor_153,1.2239205058099794,0.7932798076923078,0.4306406981176716
sensor_033,85.30918055365686,85.73346442307692,0.4242838694200657
sensor_480,3.2550657552973346,3.676194230769231,0.42112847547189647
sensor_149,8.498521941216678,8.077825961538462,0.42069597967821615
sensor_455,7.910613260423788,7.501317307692309,0.4092959527314788
sensor_007,101.08985386192755,101.49097211538461,0.40111825345705654
sensor_558,1.5810484620642518,1.9810250000000003,0.3999765379357485
sensor_523,14.70296801093643,15.093179807692307,0.39021179675587625
sensor_554,7.632337457279563,8.020259615384616,0.38792215810505226
sensor_274,20.1503980177717,20.534380769230772,0.38398275145907235
sensor_454,5.4858002050581,5.109446153846154,0.3763540512119459
sensor_317,6.001144702665755,5.635603846153846,0.3655408565119087
sensor_338,2.302003998632946,2.6675057692307695,0.3655017705978234
sensor_135,39.41359275461381,39.050279807692306,0.3633129469215035
sensor_347,4.366846001367054,4.716533653846154,0.3496876524791004
sensor_112,231.44077108680793,231.0918105769231,0.34896050988481875
sensor_362,39.959004511278195,39.61850961538461,0.3404948958935847
sensor_416,6.646607928913192,6.344533653846154,0.30207427506703777
sensor_552,1.198051948051948,1.4883653846153846,0.29031343656343656
sensor_542,9.591688243335613,9.880410576923076,0.28872233358746335
sensor_346,6.727533561175667,7.015777884615385,0.2882443234397183
sensor_453,5.365647334244702,5.081178846153847,0.28446848809085523
sensor_123,3.917087491455913,3.6335096153846154,0.2835778760712975
sensor_409,5.35823981544771,5.077336538461538,0.2809032769861721
sensor_049,139.9906592276145,139.71333557692307,0.2773236506914145
sensor_407,6.708982091592618,6.972583653846153,0.2636015622535357
sensor_046,136.72536753246754,136.98864326923075,0.26327573676320526
sensor_186,7.382552973342446,7.123173076923076,0.25937989641936987
sensor_072,104.33913547505126,104.08742115384615,0.25171432120511383
sensor_411,4.911933834586466,5.161027403846154,0.24909356925968762
sensor_546,7.626823581681477,7.384951923076924,0.24187165860455284
sensor_224,122.86227505126452,122.6256576923077,0.23661735895682057
sensor_167,2.773205741626794,3.005769230769231,0.23256348914243707
sensor_473,137.87469360902256,138.1059826923077,0.23128908328513376
sensor_143,6.652453861927547,6.4370192307692315,0.21543463115831507
sensor_557,4.177832535885168,4.39203076923077,0.21419823334560206
sensor_456,3.6226237867395765,3.834556730769231,0.21193294402965446
sensor_269,19.483024606971977,19.69175,0.20872539302802195
sensor_016,413.0974848257007,412.8999653846153,0.197519441085376
sensor_188,17.923154408749145,18.120384615384616,0.19723020663547075
sensor_526,5.5417064251537935,5.724975000000001,0.18326857484620707
sensor_441,11.539235269993165,11.359860576923076,0.17937469307008946
sensor_521,2.68430991114149,2.8604375,0.1761275888585101
sensor_319,3.200126930963773,3.0262288461538462,0.17389808480992697
sensor_417,3.414909295967191,3.2410451923076926,0.17386410365949834
sensor_524,0.46539501025290503,0.2921423076923077,0.17325270256059733
sensor_518,1.3705776486671224,1.1978807692307691,0.17269687943635326
sensor_517,0.3627464798359535,0.19097500000000003,0.17177147983595345
sensor_246,1.3866378673957622,1.2249875,0.16165036739576233
sensor_284,2.814219343814081,2.6571971153846152,0.15702222842946556
sensor_339,3.025047265892003,3.181793269230769,0.1567460033387662
sensor_151,6.822969241285032,6.666961538461539,0.15600770282349252
sensor_458,5.273435099111415,5.121714423076923,0.15172067603449246
sensor_422,4.183776896787424,4.039902884615385,0.14387401217203877
sensor_111,101.4150179084074,101.556925,0.14190709159259995
sensor_288,0.3765044087491456,0.2346798076923077,0.1418246010568379
sensor_028,6.648735475051264,6.508482692307693,0.14025278274357156
sensor_247,3.8487686261107323,3.7117769230769238,0.1369917030338086
sensor_479,0.1367053998632946,0.0,0.1367053998632946
sensor_166,0.24287969924812028,0.37937499999999996,0.13649530075187968
sensor_555,0.49106568694463437,0.6188961538461537,0.12783046690151934
sensor_036,64.56394524948735,64.43727307692308,0.12667217256426966
sensor_156,0.5138728639781271,0.39490384615384616,0.11896901782428099
sensor_003,2200.5597833219413,2200.441876923077,0.11790639886430654
sensor_571,530.5313482570061,530.4149557692308,0.11639248777532885
sensor_032,3.680012098427888,3.572554807692308,0.10745729073558019
sensor_412,2.6085168831168835,2.713416346153846,0.10489946303696263
sensor_019,190.05312371838687,189.95513076923075,0.09799294915612222
sensor_410,4.573760628844839,4.669020192307692,0.0952595634628528
sensor_039,86.8303042378674,86.92465865384614,0.09435441597874217
sensor_549,75.40883253588517,75.50298076923077,0.09414823334560651
sensor_126,1.1909576213260422,1.0969807692307691,0.09397685209527307
sensor_199,0.5511408065618592,0.6371346153846154,0.0859938088227562
sensor_421,1.8153381408065619,1.9011971153846154,0.08585897457805358
sensor_165,0.12225358851674639,0.20722115384615386,0.08496756532940747
sensor_540,3.039971428571429,2.9551192307692307,0.08485219780219833
sensor_270,3.771935748462064,3.8555634615384613,0.08362771307639738
sensor_322,2.269114183185236,2.186160576923077,0.08295360626215897
sensor_527,1.4489590567327408,1.3660653846153847,0.0828936721173561
sensor_427,1.2282084073820916,1.310483653846154,0.08227524646406237
sensor_528,6.400965071770335,6.321891346153846,0.07907372561648884
sensor_013,199.9614122351333,199.88395769230766,0.07745454282564879
sensor_494,2.525005058099795,2.6009644230769235,0.07595936497712863
sensor_301,0.11343294600136707,0.18738076923076924,0.07394782322940217
sensor_586,3.062814730006835,3.1353442307692303,0.0725295007623954
sensor_492,2.4365483253588516,2.506693269230769,0.0701449438719175
sensor_219,3.7759890293916607,3.7064769230769232,0.06951210631473748
sensor_302,0.9058952836637046,0.9689846153846152,0.06308933172091058
sensor_519,1.6693663021189338,1.606391346153846,0.06297495596508784
sensor_027,1.9426054682159943,1.881321153846154,0.061284314369840276
sensor_196,0.28313738892686263,0.34152884615384616,0.05839145722698352
sensor_324,5.389621052631579,5.447486538461539,0.05786548582995987
sensor_385,1.1728751196172251,1.1154634615384618,0.05741165807876336
sensor_168,1.231989063568011,1.2884615384615385,0.05647247489352747
sensor_127,2.746922077922078,2.802913461538462,0.05599138361638367
sensor_565,6.217566643882434,6.271057692307693,0.05349104842525865
sensor_384,0.4351233766233766,0.3822326923076923,0.05289068431568428
sensor_574,0.3490719070403281,0.29730865384615385,0.05176325319417424
sensor_084,7.455446445659603,7.40466923076923,0.050777214890373124
sensor_038,66.21793164730008,66.26838653846153,0.05045489116145063
sensor_164,0.13694531784005468,0.18566346153846153,0.04871814369840685
sensor_286,2.1224595010252907,2.0752605769230774,0.04719892410221327
sensor_493,8.03538892686261,7.989048557692308,0.04634036917030304
sensor_496,6.810894736842105,6.764652884615385,0.046241852226719615
sensor_300,0.05719917976760082,0.10303076923076923,0.04583158946316841
sensor_278,2.2125738209159262,2.1678278846153844,0.0447459363005418
sensor_125,15.791763499658238,15.834807692307692,0.043044192649453805
sensor_128,0.6512124401913876,0.610475,0.040737440191387586
sensor_182,0.5493458646616541,0.5103173076923077,0.039028556969346484
sensor_099,-0.01571688311688312,-0.0512201923076923,0.035503309190809185
sensor_443,1.347556015037594,1.3121653846153845,0.03539063042220958
sensor_460,2.83605984278879,2.8709432692307693,0.03488342644197928
sensor_122,15.794135338345864,15.828076923076923,0.03394158473105868
sensor_129,3.1899480519480523,3.2238557692307697,0.03390771728271735
sensor_155,7.695408407382091,7.728674038461538,0.03326563107944658
sensor_569,2.3713541353383456,2.4043701923076926,0.03301605696934695
sensor_210,0.03154477101845523,0.0,0.03154477101845523
sensor_124,15.82758031442242,15.858942307692306,0.03136199326988631
sensor_408,1.2299855775803143,1.260889423076923,0.03090384549660863
sensor_447,1.1730448393711552,1.202444230769231,0.02939939139807568
sensor_457,12.32315187969925,12.351951923076923,0.02880004337767339
sensor_335,0.16632857142857144,0.1947471153846154,0.028418543956043957
sensor_030,2.3643421736158574,2.392519230769231,0.028177057153373486
sensor_042,3.3469397129186604,3.3748490384615386,0.02790932554287817
sensor_020,12.479381203007518,12.506069230769231,0.026688027761712974
sensor_299,0.06205105946684894,0.08825865384615383,0.026207594379304894
sensor_131,0.7433754272043746,0.7686903846153847,0.025314957411010197
sensor_026,1.2056198222829801,1.1803961538461538,0.02522366843682633
sensor_442,0.8004525632262475,0.8250413461538462,0.024588782927598696
sensor_171,0.6827943950786055,0.7059528846153846,0.023158489536779125
sensor_017,9.90598014354067,9.928818269230769,0.022838125690098465
sensor_446,0.6456720437457278,0.6670740384615385,0.021401994715810613
sensor_048,1.176584996582365,1.197976923076923,0.021391926494558122
sensor_572,2.103255434039645,2.081873076923077,0.021382357116567885
sensor_444,0.6325414900888585,0.6537211538461538,0.021179663757295297
sensor_176,0.7767074504442925,0.7967451923076924,0.020037741863399905
sensor_560,0.3243911825017088,0.3439,0.019508817498291198
sensor_303,0.40202768284347234,0.4214019230769231,0.019374240233450746
sensor_059,4.59200970608339,4.610835576923077,0.01882587083968712
sensor_547,1.0195446343130554,1.0008557692307691,0.018688865082286288
sensor_567,2.5318615516062883,2.5136990384615383,0.018162513144750037
sensor_541,1.940865960355434,1.9583278846153847,0.017461924259950745
sensor_211,0.08757518796992482,0.10490576923076923,0.017330581260844413
sensor_248,0.04020779220779221,0.05726250000000001,0.017054707792207795
sensor_290,2.579638004101162,2.563083653846154,0.016554350255008288
sensor_045,10.032248564593301,10.015957692307692,0.01629087228560877
sensor_291,0.12419965823650032,0.10869903846153847,0.015500619774961852
sensor_357,1.2996200273410798,1.2842653846153846,0.0153546427256952
sensor_040,118.68038694463432,118.66514807692307,0.01523886771124694
sensor_576,0.10568195488721806,0.09132596153846155,0.014355993348756507
sensor_062,10.422288858509912,10.435939423076924,0.013650564567011969
sensor_037,49.418296924128505,49.40612884615385,0.01216807797465691
sensor_035,50.581712166780584,50.59387980769231,0.012167640911727062
sensor_100,0.0007586466165413531,0.01244423076923077,0.011685584152689417
sensor_318,0.1733887218045113,0.16185480769230767,0.011533914112203614
sensor_103,0.0018341079972658927,-0.009071153846153847,0.01090526184341974
sensor_175,0.31940933014354067,0.3300442307692308,0.010634900625690114
sensor_173,0.3194094668489405,0.3300384615384615,0.010628994689520999
sensor_566,0.14038226247436772,0.15073653846153842,0.010354275987170702
sensor_121,6.311534859876965,6.301412499999999,0.010122359876966414
sensor_348,0.009511073137388927,0.0,0.009511073137388927
sensor_145,0.12061763499658236,0.11119326923076923,0.009424365765813125
sensor_428,4.057653144224197,4.067049038461539,0.009395894237341551
sensor_214,0.05965789473684211,0.06902499999999999,0.009367105263157878
sensor_170,0.4010628844839371,0.3921057692307692,0.008957115253167947
sensor_332,0.08264928229665071,0.0914875,0.008838217703349291
sensor_564,0.6752135338345865,0.6667375,0.008476033834586505
sensor_097,0.017631578947368422,0.00926057692307692,0.008371002024291502
sensor_079,-0.013073274094326726,-0.021387500000000004,0.008314225905673277
sensor_009,1.4623084757347913,1.4706192307692305,0.008310755034439232
sensor_550,0.6308107997265892,0.6390384615384614,0.008227661811872289
sensor_559,0.9944763499658237,1.0022865384615385,0.007810188495714798
sensor_077,-0.028893506493506495,-0.03626826923076923,0.0073747627372627335
sensor_215,0.08362877648667122,0.07638365384615384,0.007245122640517382
sensor_080,0.002940054682159945,0.010089423076923076,0.007149368394763131
sensor_430,4.1713712235133285,4.178489423076924,0.007118199563595162
sensor_223,0.008354613807245385,0.015384615384615382,0.0070300015773699966
sensor_311,0.30429316473000684,0.31118557692307697,0.00689241219307013
sensor_090,0.18833253588516743,0.19460288461538464,0.006270348730217201
sensor_081,-0.017966165413533835,-0.024204807692307692,0.006238642278773857
sensor_349,0.02426295283663705,0.03044807692307692,0.006185124086439873
sensor_256,0.4042243335611757,0.39855576923076924,0.005668564330406467
sensor_108,-0.001403896103896104,-0.006756730769230768,0.005352834665334665
sensor_448,0.2822345864661654,0.27710192307692305,0.005132663389242342
sensor_031,0.18383410799726588,0.18877692307692312,0.004942815079657242
sensor_306,0.26459788106630217,0.26939711538461536,0.004799234318313195
sensor_146,0.06392501708817498,0.05925384615384615,0.004671170934328832
sensor_225,0.05843274094326726,0.06296442307692308,0.004531682133655825
sensor_212,0.05640546821599453,0.06085096153846154,0.004445493322467013
sensor_177,0.24500225563909775,0.2406980769230769,0.0043041787160208456
sensor_352,0.027267053998632947,0.031519230769230765,0.004252176770597818
sensor_250,0.0007857826384142174,0.004996153846153845,0.004210371207739627
sensor_445,0.8953262474367738,0.8911288461538462,0.00419740128292756
sensor_561,0.07215878332194121,0.0763201923076923,0.004161408985751083
sensor_113,0.4596862611073137,0.463835096153846,0.004148835046532295
sensor_568,0.05781971975393028,0.06195192307692307,0.004132203322992793
sensor_553,0.2633455228981545,0.2674105769230769,0.00406505402492241
sensor_178,0.3949678742310321,0.39091346153846157,0.004054412692570508
sensor_147,0.05525632262474368,0.05144903846153846,0.0038072841632052143
sensor_087,2.4016230348598766,2.405367307692308,0.0037442728324315055
sensor_055,4.838308954203691,4.841701923076923,0.0033929688732321495
sensor_449,0.3324377990430622,0.3291317307692307,0.0033060682738315084
sensor_092,0.0022116199589883806,0.005509615384615385,0.0032979954256270047
sensor_280,0.041258851674641155,0.03814134615384615,0.003117505520795004
sensor_361,0.0027390293916609706,0.005840384615384616,0.0031013552237236456
sensor_075,0.0028677375256322625,0.0,0.0028677375256322625
sensor_174,0.5763797676008202,0.5735634615384615,0.00281630606235872
sensor_073,151.34252337662338,151.33985480769232,0.002668568931056825
sensor_076,-0.007057894736842105,-0.004585576923076921,0.0024723178137651836
sensor_308,0.12876131237183866,0.13117211538461537,0.0024108030127767133
sensor_310,0.1287617908407382,0.1311701923076923,0.0024084014669541187
sensor_218,0.0713306903622693,0.07362884615384614,0.002298155791576842
sensor_216,0.08124764183185235,0.07898365384615384,0.002263987985698504
sensor_386,0.009172863978127136,0.01132596153846154,0.0021530975603344035
sensor_312,0.09748721804511278,0.09533749999999999,0.0021497180451127834
sensor_222,0.060583321941216677,0.06260576923076923,0.002022447289552552
sensor_305,0.13221093643198906,0.13028365384615384,0.001927282585835216
sensor_350,0.025105263157894735,0.027030769230769226,0.0019255060728744916
sensor_010,-0.000716062884483937,-0.00260769230769231,0.001891629423208373
sensor_083,0.006203896103896105,0.004315384615384614,0.0018885114885114906
sensor_104,-0.00991291866028708,-0.008052884615384615,0.0018600340449024654
sensor_228,0.019001982228298017,0.02080576923076923,0.0018037870024712119
sensor_268,0.07070457963089542,0.0689326923076923,0.0017718873232031168
sensor_249,0.025054272043745725,0.026816346153846152,0.0017620741101004277
sensor_057,0.9287383458646618,0.9304932692307692,0.001754923366107497
sensor_217,0.0833898154477102,0.08505961538461539,0.001669799936905192
sensor_012,0.9644629528366372,0.9628307692307693,0.0016321836058679207
sensor_082,-0.021234107997265893,-0.019658653846153843,0.0015754541511120504
sensor_088,0.9825244702665756,0.9809548076923077,0.0015696625742679382
sensor_021,1.4049505126452493,1.4065134615384616,0.0015629488932122904
sensor_252,0.004387833219412166,0.002835576923076923,0.0015522562963352434
sensor_054,4.59287901572112,4.594384615384615,0.0015055996634947277
sensor_313,0.16012235133287767,0.15867403846153844,0.0014483128713392301
sensor_185,0.1447136021872864,0.1461307692307692,0.0014171670434827977
sensor_207,0.001367053998632946,0.0,0.001367053998632946
sensor_169,0.12429938482570062,0.12566346153846153,0.0013640767127609116
sensor_245,0.0032100478468899516,0.0018634615384615382,0.0013465863084284133
sensor_388,0.00025105946684894046,0.0015798076923076924,0.001328748225458752
sensor_281,0.01811913875598086,0.016807692307692305,0.0013114464482885564
sensor_363,0.018107587149692413,0.019371153846153844,0.0012635666964614309
sensor_011,6.274777853725199e-05,0.0013182692307692307,0.0012555214522319788
sensor_588,0.016390704032809296,0.01764326923076923,0.0012525651979599338
sensor_354,0.040437457279562536,0.039234615384615396,0.0012028418949471403
sensor_353,0.023409364319890637,0.022288461538461538,0.0011209027814290985
sensor_282,0.015162884483937112,0.014102884615384614,0.001059999868552498
sensor_254,0.03310997949419002,0.03415288461538461,0.0010429051211945928
sensor_360,0.019777033492822966,0.020724999999999997,0.000947966507177031
sensor_356,0.03440574162679426,0.03528846153846154,0.0008827199116672804
sensor_148,0.017350854408749145,0.018227884615384618,0.0008770302066354735
sensor_172,0.12000382775119618,0.12083942307692307,0.0008355953257268844
sensor_154,0.011870745044429256,0.012686538461538456,0.0008157934171092
sensor_255,0.013995557074504443,0.01320673076923077,0.0007888263052736738
sensor_158,0.03652846889952153,0.035743269230769224,0.0007851996687523038
sensor_119,0.5984703349282297,0.5977221153846155,0.0007482195436141481
sensor_078,-0.00713321941216678,-0.006409615384615385,0.0007236040275513953
sensor_580,0.015552358168147644,0.01627596153846154,0.0007236033703138973
sensor_157,0.05804313055365686,0.05872788461538462,0.0006847540617277575
sensor_583,0.5000535885167463,0.5006961538461538,0.0006425653294075406
sensor_366,0.005158714969241285,0.005747115384615384,0.000588400415374099
sensor_543,0.11124340396445659,0.11068557692307694,0.0005578270413796466
sensor_406,0.024242652084757347,0.023689423076923073,0.0005532290078342737
sensor_394,0.1340237867395762,0.1335076923076923,0.0005160944318839122
sensor_387,0.00824688995215311,0.008757692307692307,0.0005108023555391965
sensor_117,0.9871626110731373,0.9866701923076923,0.0004924187654450352
sensor_390,0.0013710184552289814,0.0008788461538461539,0.0004921723013828275
sensor_229,0.01780956937799043,0.018289423076923075,0.00047985369893264324
sensor_213,0.051249965823650025,0.05172500000000001,0.0004750341763499824
sensor_018,0.9714774436090228,0.9710057692307692,0.0004716743782535726
sensor_008,0.12179412166780587,0.12225673076923077,0.00046260910142489897
sensor_115,9.200273410799727e-05,0.0005519230769230768,0.00045992034281507955
sensor_304,0.04031319207108681,0.040745192307692316,0.00043200023660550785
sensor_383,0.0009930280246069722,0.0005625000000000001,0.0004305280246069722
sensor_321,0.04307481203007518,0.043497115384615384,0.0004223033545402016
sensor_584,0.015289336978810662,0.015702884615384615,0.0004135476365739535
sensor_355,0.041982159945317836,0.04158653846153845,0.0003956214837793834
sensor_094,-0.0005650034176349965,-0.00018942307692307694,0.00037558034071191954
sensor_589,0.005259056732740942,0.005618269230769231,0.000359212498028289
sensor_283,0.005746343130553656,0.006091346153846152,0.0003450030232924964
sensor_107,0.0005610389610389609,0.0002173076923076923,0.0003437312687312686
sensor_307,0.048597881066302126,0.048941346153846155,0.0003434650875440287
sensor_058,0.9492369104579631,0.9489105769230769,0.00032633353488620287
sensor_579,0.02085775803144224,0.021177884615384612,0.0003201265839423706
sensor_544,0.00849090909090909,0.008175961538461536,0.00031494755244755417
sensor_343,0.00030567327409432673,0.0,0.00030567327409432673
sensor_289,0.003903280929596718,0.004200961538461537,0.00029768060886481906
sensor_393,0.004549555707450443,0.0042971153846153845,0.00025244032283505864
